PeakChr	PeakStart	PeakEnd	variant	CredibleSet	EnhancerID	CellType	PosteriorProb
chr19	41813014	41813696	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812864-41813846	CD4-positive_helper_T_cell-ENCODE	NA
chr19	41813019	41813660	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812869-41813810	large_intestine_fetal-ENCODE	NA
chr19	41813034	41813650	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812884-41813800	thymus_fetal-ENCODE	NA
chr19	41813042	41813633	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812892-41813783	small_intestine_fetal-ENCODE	NA
chr19	41813043	41813682	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812893-41813832	thymus_fetal-Roadmap	NA
chr19	41813046	41813630	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812896-41813780	CD3-positive_T_cell-Roadmap	NA
chr19	41813050	41815194	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812900-41815344	CD56-positive_natural_killer_cells-Roadmap	NA
chr19	41813055	41816925	rs15052	CAD_Harst2017-rs15052	promoter|chr19:41812905-41817075	T-cell-ENCODE	NA
chr19	41813077	41813649	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812927-41813799	MM.1S-ENCODE	NA
chr19	41813094	41813654	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812944-41813804	CD34-positive_mobilized-Roadmap	NA
chr19	41813100	41813529	rs15052	CAD_Harst2017-rs15052	genic|chr19:41812950-41813679	CD8-positive_alpha-beta_T_cell-Corces2016	NA
chr19	41824356	41825455	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824206-41825605	CD56-positive_natural_killer_cells-Roadmap	NA
chr19	41824405	41825192	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824255-41825342	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr19	41824408	41825361	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824258-41825511	natural_killer_cell-Corces2016	NA
chr19	41824414	41826423	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41824264-41826573	T-cell-ENCODE	NA
chr19	41824414	41826423	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824264-41826573	T-cell-ENCODE	NA
chr19	41824599	41825383	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824449-41825533	CD8-positive_alpha-beta_T_cell-Corces2016	NA
chr19	41824659	41825262	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824509-41825412	keratinocyte-Roadmap	NA
chr19	41824716	41825534	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824566-41825684	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr19	41824813	41825266	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824663-41825416	CD3-positive_T_cell-Roadmap	NA
chr19	41824877	41825379	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824727-41825529	placenta-ENCODE	NA
chr19	41824894	41825431	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824744-41825581	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	NA
chr19	41824903	41825374	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824753-41825524	trophoblast_cell-ENCODE	NA
chr19	41824955	41825485	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824805-41825635	placenta-Roadmap	NA
chr19	41825054	41825401	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824904-41825551	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr19	41825060	41825260	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41824910-41825410	keratinocyte-ENCODE	NA
chr19	41825166	41825366	rs73045269	CAD_Harst2017-rs15052	genic|chr19:41825016-41825516	CD19-positive_B_cell-Roadmap	NA
chr19	41825773	41826236	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825623-41826386	CD8-positive_alpha-beta_T_cell-Corces2016	NA
chr19	41825849	41826049	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825699-41826199	TeloHAEC_VEGF	NA
chr19	41825868	41826068	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825718-41826218	U937-Engreitz	NA
chr19	41825873	41826323	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825723-41826473	trophoblast_cell-ENCODE	NA
chr19	41825877	41826655	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825727-41826805	CD3-positive_T_cell-Roadmap	NA
chr19	41825891	41826559	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825741-41826709	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	NA
chr19	41825919	41826119	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825769-41826269	TeloHAEC_IL1b	NA
chr19	41825992	41826192	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825842-41826342	BJAB-Engreitz	NA
chr19	41826004	41826204	rs56254331	CAD_Harst2017-rs15052	genic|chr19:41825854-41826354	CD4-positive_helper_T_cell-Corces2016	NA
chr19	45411708	45412361	rs7412	CAD_Harst2017-rs7412	genic|chr19:45411558-45412511	SK-N-SH-ENCODE	NA
chr20	33536848	33537375	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536698-33537525	white_adipose-Loft2014	NA
chr20	33536962	33537162	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536812-33537312	THP_pmaLPS_ATAC_72h	NA
chr20	33537000	33537200	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536850-33537350	large_intestine_fetal-Roadmap	NA
chr20	33537017	33537217	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536867-33537367	hepatocyte-ENCODE	NA
chr20	33537027	33537633	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536877-33537783	small_intestine_fetal-Roadmap	NA
chr20	33537027	33537227	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536877-33537377	K562-Roadmap	NA
chr20	33537086	33537286	rs35291022	CAD_Harst2017-rs867186	genic|chr20:33536936-33537436	transverse_colon-ENCODE	NA
chr20	33537444	33537858	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537294-33538008	astrocyte-Roadmap	NA
chr20	33537448	33537741	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537298-33537891	fibroblast_of_lung-Roadmap	NA
chr20	33537451	33537821	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537301-33537971	fibroblast_of_arm-ENCODE	NA
chr20	33537549	33537749	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537399-33537899	Adipocyte-Claussnitzer_d2	NA
chr20	33537579	33537779	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537429-33537929	breast_epithelium-ENCODE	NA
chr20	33537619	33537819	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537469-33537969	MCF10A-Ji2017	NA
chr20	33537619	33537819	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537469-33537969	foreskin_fibroblast-Roadmap	NA
chr20	33537623	33537823	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537473-33537973	fibroblast_of_dermis-ENCODE	NA
chr20	33537628	33537828	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537478-33537978	keratinocyte-ENCODE	NA
chr20	33537632	33537832	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537482-33537982	stomach-Roadmap	NA
chr20	33537647	33537847	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537497-33537997	keratinocyte-Roadmap	NA
chr20	33537649	33537849	rs56400038	CAD_Harst2017-rs867186	genic|chr20:33537499-33537999	epithelial_cell_of_prostate-ENCODE	NA
chr20	33544832	33545032	rs35552264	CAD_Harst2017-rs867186	genic|chr20:33544682-33545182	placenta-Roadmap	NA
chr20	33544863	33545063	rs35552264	CAD_Harst2017-rs867186	genic|chr20:33544713-33545213	placenta-ENCODE	NA
chr20	33549285	33549485	rs55909363	CAD_Harst2017-rs867186	genic|chr20:33549135-33549635	fibroblast_of_lung_fetal-ENCODE	NA
chr20	33555681	33555881	rs75635914	CAD_Harst2017-rs867186	genic|chr20:33555531-33556031	eahy926	NA
chr20	33557518	33557718	rs147927753	CAD_Harst2017-rs867186	genic|chr20:33557368-33557868	coronary_artery-ENCODE	NA
chr20	33557546	33557746	rs147927753	CAD_Harst2017-rs867186	genic|chr20:33557396-33557896	U937_LPS_4hr-Engreitz	NA
chr20	33557985	33558845	rs75866240	CAD_Harst2017-rs867186	genic|chr20:33557835-33558995	gastrocnemius_medialis-ENCODE	NA
chr20	33558770	33558970	rs75866240	CAD_Harst2017-rs867186	genic|chr20:33558620-33559120	eahy926	NA
chr20	33558785	33558985	rs75866240	CAD_Harst2017-rs867186	genic|chr20:33558635-33559135	transverse_colon-ENCODE	NA
chr20	33558798	33558998	rs75866240	CAD_Harst2017-rs867186	genic|chr20:33558648-33559148	small_intestine_fetal-ENCODE	NA
chr20	33561318	33561518	rs74599371	CAD_Harst2017-rs867186	genic|chr20:33561168-33561668	H1-hESC-ENCODE	NA
chr20	33561369	33561569	rs74599371	CAD_Harst2017-rs867186	genic|chr20:33561219-33561719	trophoblast_cell-ENCODE	NA
chr20	33561463	33561663	rs74599371	CAD_Harst2017-rs867186	genic|chr20:33561313-33561813	THP_pmaLPS_ATAC_0h	NA
chr20	33562418	33562763	rs79197732	CAD_Harst2017-rs867186	genic|chr20:33562268-33562913	small_intestine_fetal-Roadmap	NA
chr20	33563809	33564009	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563659-33564159	BJAB-Engreitz	NA
chr20	33563823	33564023	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563673-33564173	thymus_fetal-ENCODE	NA
chr20	33563827	33564027	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563677-33564177	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	NA
chr20	33563835	33564035	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563685-33564185	thymus_fetal-Roadmap	NA
chr20	33563852	33564052	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563702-33564202	OCI-LY7-ENCODE	NA
chr20	33563856	33564056	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563706-33564206	Karpas-422-ENCODE	NA
chr20	33563895	33564095	rs76191812	CAD_Harst2017-rs867186	genic|chr20:33563745-33564245	THP_pmaLPS_ATAC_6h	NA
chr20	33564607	33564807	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564457-33564957	U937-Engreitz	NA
chr20	33564621	33564821	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564471-33564971	hepatocyte-ENCODE	NA
chr20	33564654	33564854	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564504-33565004	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	NA
chr20	33564674	33564874	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564524-33565024	BJAB-Engreitz	NA
chr20	33564687	33564887	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564537-33565037	TeloHAEC_Ctrl	NA
chr20	33564694	33564894	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564544-33565044	thymus_fetal-ENCODE	NA
chr20	33564699	33564899	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564549-33565049	OCI-LY7-ENCODE	NA
chr20	33564726	33564926	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564576-33565076	thymus_fetal-Roadmap	NA
chr20	33564735	33564935	rs77437249	CAD_Harst2017-rs867186	genic|chr20:33564585-33565085	THP_pmaLPS_ATAC_2h	NA
chr20	33565314	33565733	rs117616040	CAD_Harst2017-rs867186	genic|chr20:33565164-33565883	adrenal_gland_fetal-Roadmap	NA
chr20	33565319	33565768	rs117616040	CAD_Harst2017-rs867186	genic|chr20:33565169-33565918	heart_ventricle-ENCODE	NA
chr20	33565344	33565544	rs117616040	CAD_Harst2017-rs867186	genic|chr20:33565194-33565694	Jurkat-Engreitz	NA
chr20	33565517	33565717	rs117616040	CAD_Harst2017-rs867186	genic|chr20:33565367-33565867	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr20	33565521	33565721	rs117616040	CAD_Harst2017-rs867186	genic|chr20:33565371-33565871	THP_pmaLPS_ATAC_24h	NA
chr20	33569814	33570014	rs7269138	CAD_Harst2017-rs867186	genic|chr20:33569664-33570164	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	NA
chr20	33569901	33570101	rs7269138	CAD_Harst2017-rs867186	genic|chr20:33569751-33570251	Eahy926_IL1b	NA
chr20	33569975	33570175	rs7269138	CAD_Harst2017-rs867186	genic|chr20:33569825-33570325	THP_pmaLPS_ATAC_24h	NA
chr20	33570000	33570200	rs7269138	CAD_Harst2017-rs867186	genic|chr20:33569850-33570350	coronary_artery-ENCODE	NA
chr20	33573757	33574829	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33573607-33574979	TeloHAEC_Ctrl	NA
chr20	33574228	33574943	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574078-33575093	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	NA
chr20	33574262	33574462	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574112-33574612	Eahy926_Ctrl	NA
chr20	33574276	33574801	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574126-33574951	MDA-MB-231	NA
chr20	33574283	33574622	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574133-33574772	psoas_muscle-Roadmap	NA
chr20	33574306	33574506	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574156-33574656	liver-ENCODE	NA
chr20	33574333	33574533	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574183-33574683	eahy926	NA
chr20	33574356	33574798	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574206-33574948	Eahy926_TNF	NA
chr20	33574356	33574556	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574206-33574706	THP1_LPS_4hr-Engreitz	NA
chr20	33574378	33574578	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574228-33574728	adrenal_gland_fetal-ENCODE	NA
chr20	33574380	33574580	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574230-33574730	adrenal_gland_fetal-Roadmap	NA
chr20	33574393	33575001	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574243-33575151	Jurkat_anti-CD3_PMA_4hr-Engreitz	NA
chr20	33574399	33574599	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574249-33574749	THP_pmaLPS_ATAC_0h	NA
chr20	33574419	33574619	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574269-33574769	U937_LPS_4hr-Engreitz	NA
chr20	33574438	33574638	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574288-33574788	Adipocyte-Claussnitzer_d0	NA
chr20	33574449	33574649	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574299-33574799	Adipocyte-Claussnitzer_d6	NA
chr20	33574449	33574649	rs8118978	CAD_Harst2017-rs867186	genic|chr20:33574299-33574799	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr20	33575217	33576209	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575067-33576359	Karpas-422-ENCODE	NA
chr20	33575420	33576467	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575270-33576617	Eahy926_VEGF	NA
chr20	33575490	33576363	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575340-33576513	Eahy926_IL1b	NA
chr20	33575766	33576616	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575616-33576766	ovary-Roadmap	NA
chr20	33575812	33576266	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575662-33576416	bipolar_neuron_from_iPSC-ENCODE	NA
chr20	33575950	33576382	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575800-33576532	Eahy926_TNF	NA
chr20	33576007	33576448	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575857-33576598	adrenal_gland_fetal-Roadmap	NA
chr20	33576025	33576225	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575875-33576375	adrenal_gland-ENCODE	NA
chr20	33576034	33576437	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575884-33576587	adrenal_gland_fetal-ENCODE	NA
chr20	33576067	33576426	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575917-33576576	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	NA
chr20	33576067	33576267	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575917-33576417	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr20	33576098	33576298	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575948-33576448	body_of_pancreas-ENCODE	NA
chr20	33576115	33576315	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575965-33576465	Eahy926_Ctrl	NA
chr20	33576130	33576330	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33575980-33576480	GM12878-ENCODE	NA
chr20	33576178	33576378	rs7261167	CAD_Harst2017-rs867186	genic|chr20:33576028-33576528	HeLa-S3-Roadmap	NA
chr20	33576467	33576667	rs143368271	CAD_Harst2017-rs867186	genic|chr20:33576317-33576817	stomach-Roadmap	NA
chr20	33585112	33585548	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33584962-33585698	spinal_cord_fetal-ENCODE	NA
chr20	33585118	33585449	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33584968-33585599	T-cell-ENCODE	NA
chr20	33585147	33585500	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33584997-33585650	transverse_colon-ENCODE	NA
chr20	33585152	33585535	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585002-33585685	adrenal_gland_fetal-ENCODE	NA
chr20	33585161	33585540	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585011-33585690	adrenal_gland_fetal-Roadmap	NA
chr20	33585164	33585698	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585014-33585848	stomach-Roadmap	NA
chr20	33585164	33585732	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585014-33585882	stomach_fetal-ENCODE	NA
chr20	33585227	33585964	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585077-33586114	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	NA
chr20	33585258	33585458	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585108-33585608	THP_pmaLPS_ATAC_48h	NA
chr20	33585300	33585500	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585150-33585650	psoas_muscle-Roadmap	NA
chr20	33585371	33585571	rs55734215	CAD_Harst2017-rs867186	genic|chr20:33585221-33585721	U937_LPS_4hr-Engreitz	NA
chr20	33586278	33588489	rs80109502	CAD_Harst2017-rs867186	genic|chr20:33586128-33588639	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	NA
chr20	33587436	33590405	rs80109502	CAD_Harst2017-rs867186	genic|chr20:33587286-33590555	SK-N-SH-ENCODE	NA
chr20	33591274	33591871	rs2295700	CAD_Harst2017-rs867186	genic|chr20:33591124-33592021	HepG2-Roadmap	NA
chr20	33591515	33591715	rs2295700	CAD_Harst2017-rs867186	genic|chr20:33591365-33591865	THP_pmaLPS_ATAC_120h	NA
chr20	33591561	33591761	rs2295700	CAD_Harst2017-rs867186	genic|chr20:33591411-33591911	U937_LPS_4hr-Engreitz	NA
chr20	33591563	33591763	rs2295700	CAD_Harst2017-rs867186	genic|chr20:33591413-33591913	heart_ventricle-ENCODE	NA
chr20	33591587	33591787	rs2295700	CAD_Harst2017-rs867186	genic|chr20:33591437-33591937	Jurkat_anti-CD3_PMA_4hr-Engreitz	NA
chr20	33591979	33592179	rs73905041	CAD_Harst2017-rs867186	genic|chr20:33591829-33592329	THP_pmaLPS_ATAC_48h	NA
chr20	33592050	33592250	rs73905041	CAD_Harst2017-rs867186	genic|chr20:33591900-33592400	spleen-ENCODE	NA
chr20	33592089	33592289	rs73905041	CAD_Harst2017-rs867186	genic|chr20:33591939-33592439	CD56-positive_natural_killer_cells-Roadmap	NA
chr20	33592403	33592603	rs75537616	CAD_Harst2017-rs867186	genic|chr20:33592253-33592753	U937-Engreitz	NA
chr20	33592463	33592663	rs75537616	CAD_Harst2017-rs867186	genic|chr20:33592313-33592813	teloHAEC	NA
chr20	33592464	33592664	rs75537616	CAD_Harst2017-rs867186	genic|chr20:33592314-33592814	Eahy926_TNF	NA
chr20	33595719	33595919	rs17092215	CAD_Harst2017-rs867186	genic|chr20:33595569-33596069	HepG2-Roadmap	NA
chr20	33595804	33596004	rs17092215	CAD_Harst2017-rs867186	genic|chr20:33595654-33596154	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr20	33598042	33598633	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33597892-33598783	THP_pmaLPS_ATAC_48h	NA
chr20	33598063	33598716	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33597913-33598866	TeloHAEC_IL1b	NA
chr20	33598104	33598680	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33597954-33598830	TeloHAEC_TNF	NA
chr20	33598325	33598684	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33598175-33598834	TeloHAEC_Ctrl	NA
chr20	33598414	33598614	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33598264-33598764	psoas_muscle-Roadmap	NA
chr20	33598463	33598663	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33598313-33598813	teloHAEC	NA
chr20	33598508	33598708	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33598358-33598858	Eahy926_TNF	NA
chr20	33598535	33598735	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33598385-33598885	TeloHAEC_VEGF	NA
chr20	33598537	33598737	rs6579208	CAD_Harst2017-rs867186	genic|chr20:33598387-33598887	Eahy926_Ctrl	NA
chr20	33599207	33599407	rs7273734	CAD_Harst2017-rs867186	genic|chr20:33599057-33599557	CD19-positive_B_cell-Roadmap	NA
chr20	33599210	33599410	rs7273734	CAD_Harst2017-rs867186	genic|chr20:33599060-33599560	NCCIT	NA
chr20	33601472	33602924	rs75535620	CAD_Harst2017-rs867186	genic|chr20:33601322-33603074	brite_adipose-Loft2014	NA
chr20	33605354	33606239	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605204-33606389	gastrocnemius_medialis-ENCODE	NA
chr20	33605354	33606239	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605204-33606389	gastrocnemius_medialis-ENCODE	NA
chr20	33605604	33606035	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605454-33606185	Eahy926_Ctrl	NA
chr20	33605604	33606035	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605454-33606185	Eahy926_Ctrl	NA
chr20	33605609	33606091	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605459-33606241	skeletal_muscle_myoblast-Roadmap	NA
chr20	33605609	33606091	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605459-33606241	skeletal_muscle_myoblast-Roadmap	NA
chr20	33605671	33606091	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605521-33606241	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr20	33605671	33606091	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605521-33606241	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr20	33605693	33606112	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605543-33606262	MCF10A_treated_with_TAM24hr-Ji2017	NA
chr20	33605693	33606112	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605543-33606262	MCF10A_treated_with_TAM24hr-Ji2017	NA
chr20	33605700	33606059	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605550-33606209	HeLa-S3-ENCODE	NA
chr20	33605700	33606059	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605550-33606209	HeLa-S3-ENCODE	NA
chr20	33605747	33605947	rs6579211	CAD_Harst2017-rs867186	genic|chr20:33605597-33606097	liver-ENCODE	NA
chr20	33605747	33605947	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605597-33606097	liver-ENCODE	NA
chr20	33605769	33605969	rs6579210	CAD_Harst2017-rs867186	genic|chr20:33605619-33606119	small_intestine_fetal-ENCODE	NA
